PDF File Name,Cosine Similarity
99561379.pdf,0.9579040402537771
25926667.pdf,0.9518795449819729
34304175.pdf,0.9471976707979902
99033098.pdf,0.9469224755757494
13272204.pdf,0.9455509579566084
22848179.pdf,0.9448421442207668
65352424.pdf,0.9440141176723935
39470264.pdf,0.94314305147442
17694454.pdf,0.9423941394350137
23917826.pdf,0.9422693596805216
26410763.pdf,0.9410242809037409
24061629.pdf,0.9407493643126829
28629430.pdf,0.9378422873320321
83338413.pdf,0.9373408710168585
46055835.pdf,0.9336481346702866
28471099.pdf,0.9319788705989498
21867728.pdf,0.9315033573868272
31273413.pdf,0.9307621404563172
24349611.pdf,0.9305033048655861
50432401.pdf,0.9304899703584208
27936502.pdf,0.9301823163373399
17857644.pdf,0.9301247584150499
65325317.pdf,0.9297638888885579
27715131.pdf,0.929225863994609
27164756.pdf,0.9285294511448352
11995013.pdf,0.9284888561082121
21060367.pdf,0.9284653371681881
53227466.pdf,0.927242785763155
19508520.pdf,0.9263836467132713
16244633.pdf,0.925767806601461
37751611.pdf,0.9257319819082483
25923361.pdf,0.9244278935708042
66226673.pdf,0.9229345686752638
12386670.pdf,0.9222653266958654
29148871.pdf,0.9221070310793622
73497035.pdf,0.9219690594189806
25561640.pdf,0.9217896355265952
79432080.pdf,0.9214485792097402
22800977.pdf,0.9199922788397925
36758947.pdf,0.9187822661938909
41950126.pdf,0.9178510293229287
14879257.pdf,0.9174279718638573
12413512.pdf,0.914982551173837
54100393.pdf,0.9148767194791101
18586076.pdf,0.9137500970208691
19671909.pdf,0.9120006460418462
28325193.pdf,0.911573168815017
12777487.pdf,0.9113870548433594
37220856.pdf,0.9112203776478066
18885767.pdf,0.9110726679084248
38115035.pdf,0.909899055571784
32794700.pdf,0.9070418795457847
36019469.pdf,0.9054944237785367
32318506.pdf,0.9046309883201782
17325147.pdf,0.9045328733896593
93576192.pdf,0.9035182493259191
83206166.pdf,0.903335188261427
23752500.pdf,0.9032461324515082
11360471.pdf,0.8986302345674444
33344933.pdf,0.8955385812682269
26079779.pdf,0.8928335874330537
78107631.pdf,0.8916087048504096
10830646.pdf,0.8861139389430777
43622023.pdf,0.8855600454256942
54180474.pdf,0.8851354443394635
11555549.pdf,0.8850921102465629
19724031.pdf,0.8841886478869572
20698469.pdf,0.8799915441313969
18029935.pdf,0.8789624701908931
20488267.pdf,0.8765184382805113
28711616.pdf,0.8746644318906331
94230796.pdf,0.872971623458571
73030450.pdf,0.8713945008179544
20148147.pdf,0.869969740786672
24983760.pdf,0.8685035980739806
20149476.pdf,0.8674783839282671
14150896.pdf,0.8617695200645452
15306049.pdf,0.8614633651107118
18319061.pdf,0.860025195172353
22182279.pdf,0.8579229646435294
15265464.pdf,0.8567129137822225
39608848.pdf,0.8531598262919577
27024099.pdf,0.8501904843453842
31114531.pdf,0.8497115129875497
16887936.pdf,0.8493812764736048
26069113.pdf,0.8437070165021221
34146825.pdf,0.8343819792986564
21809601.pdf,0.8320360344357414
23139437.pdf,0.8309069646479414
39064638.pdf,0.8241271945448079
16962067.pdf,0.8239889301296375
37472265.pdf,0.8230685839021472
11187796.pdf,0.8145332736623141
12334650.pdf,0.7973355149218827
27096796.pdf,0.795461807467032
18106533.pdf,0.7875240048268366
20356750.pdf,0.7802767031990421
36379931.pdf,0.7769093115652026
25157655.pdf,0.7727530067543984
17033567.pdf,0.7519439340862059
14248724.pdf,0.7404205511967507
30594821.pdf,0.7197094325893055
22593054.pdf,0.6725057179244596
