PDF File Name,Cosine Similarity
58208591.pdf,0.9616966842918363
41586420.pdf,0.9609668790713686
29028935.pdf,0.9597479810424104
23190306.pdf,0.9584699127476026
14937492.pdf,0.9561259950388171
71767359.pdf,0.9560609486763288
17714174.pdf,0.9513026293777858
50324968.pdf,0.9508636015599898
20905088.pdf,0.9494037525245884
72807293.pdf,0.948396824083892
17659053.pdf,0.9477617156118966
16605640.pdf,0.9475097592586265
21807211.pdf,0.9464522674624273
26691587.pdf,0.9463735153928127
99806115.pdf,0.9442847164159422
36094883.pdf,0.9430920903820067
21570485.pdf,0.9401229822638952
30430249.pdf,0.9388676578620134
26586477.pdf,0.936606177976476
23719943.pdf,0.935130314691004
28998957.pdf,0.934008114127773
29764492.pdf,0.9308159481582926
70750649.pdf,0.9302446093592187
11409460.pdf,0.9301311348602777
33665485.pdf,0.9294108317028511
43852883.pdf,0.9290221803924429
12122372.pdf,0.9285424789407787
22249155.pdf,0.9279610838224159
35603950.pdf,0.9274933362934448
35571205.pdf,0.9265827303877328
16723524.pdf,0.9256910460886509
27091280.pdf,0.9256679484905695
20504094.pdf,0.9256199337541886
12669075.pdf,0.924812196899825
13386301.pdf,0.924238903311144
25142074.pdf,0.9241446693972576
19070271.pdf,0.9220965335218108
91026230.pdf,0.9212940486433612
10562768.pdf,0.9187999155711083
54308684.pdf,0.9171147661342325
91533580.pdf,0.9165151703384548
26046878.pdf,0.9162801288813373
10738095.pdf,0.9156947246534874
36136569.pdf,0.9124737512452268
30344127.pdf,0.9117307414555836
56151548.pdf,0.9095204497246661
22852364.pdf,0.9095016542252464
12059610.pdf,0.9059448951575377
14413257.pdf,0.9047497642675666
29640922.pdf,0.8991868418456165
24533931.pdf,0.8979155556524608
12860543.pdf,0.8974747917830934
27176039.pdf,0.8972223398771328
46514339.pdf,0.8966521761886361
14304010.pdf,0.8957127999471882
16500168.pdf,0.8936943869529734
16985289.pdf,0.8931058024222994
35121930.pdf,0.8911447895683402
26098594.pdf,0.8892331748529791
18509268.pdf,0.8885171693691535
56025640.pdf,0.8876851313234397
13418452.pdf,0.8866193297868804
19714635.pdf,0.8862008975211246
52252936.pdf,0.8856149267843156
31362807.pdf,0.8828335719393321
19402977.pdf,0.8826929058342726
24516163.pdf,0.8785779975236189
15535408.pdf,0.8698160115560981
27099856.pdf,0.8695800919679777
27549075.pdf,0.8676794572344234
10182582.pdf,0.8672946382764509
27694040.pdf,0.8603421543641472
31225895.pdf,0.8595539299857804
26829561.pdf,0.8576082087055226
13807808.pdf,0.8539589520863896
71499299.pdf,0.8466473576049688
15746146.pdf,0.8432053801734413
16391949.pdf,0.8392629863665663
37750854.pdf,0.8328064867560373
14698557.pdf,0.8315588432835634
35985133.pdf,0.8283222454306688
31761591.pdf,0.8282431431962296
15154822.pdf,0.8279517750663807
24989856.pdf,0.8243062328506219
78273826.pdf,0.8229929454471138
13858219.pdf,0.8215171771198038
25543217.pdf,0.8169241472181067
15479281.pdf,0.8113961827097673
11232471.pdf,0.8080462193133675
21007083.pdf,0.7931433143926063
83566455.pdf,0.7567942232589281
12668625.pdf,0.7531140147096183
11677077.pdf,0.7462736564175484
29521434.pdf,0.7451185366820469
10876132.pdf,0.7419636492481867
13764840.pdf,0.6946186976267696
16915389.pdf,0.6627506380210924
