PDF File Name,Cosine Similarity
89512321.pdf,0.9506479310629141
13964744.pdf,0.9501466215047571
16492045.pdf,0.929630708153159
24727739.pdf,0.9236427855924925
69097572.pdf,0.9219775305775372
31064969.pdf,0.9198129327071664
15573418.pdf,0.9143608014195186
57706851.pdf,0.9110781441453807
23933031.pdf,0.9072694483969626
15145575.pdf,0.9064228103741647
41152404.pdf,0.9047570383909497
26829350.pdf,0.8996330982997097
18589927.pdf,0.8966887731280726
95625660.pdf,0.8953183671872313
45077654.pdf,0.8946458972766034
79261033.pdf,0.8923900323015385
30709029.pdf,0.8708168867120653
63158213.pdf,0.8602077623165267
27710853.pdf,0.8571467681803281
11183737.pdf,0.8056707436521481
38707449.pdf,0.7946379770582861
19362586.pdf,0.7091646920705976
