PDF File Name,Cosine Similarity
22732234.pdf,0.9615021432095816
14508237.pdf,0.9547297141847053
11887930.pdf,0.9518139263189598
91515108.pdf,0.9484214812342753
25047127.pdf,0.9466904236354108
23009962.pdf,0.9458599797547419
11152490.pdf,0.9439717196090598
26341645.pdf,0.9416667950045409
32109048.pdf,0.9380838671076336
11257723.pdf,0.9339044563761487
11797122.pdf,0.9321036804715479
28790806.pdf,0.9243688130791938
99680385.pdf,0.9229657829553779
32069695.pdf,0.9167471700465026
15790602.pdf,0.9096319226565263
22946204.pdf,0.9055232566390121
15484011.pdf,0.9050140870967174
15210069.pdf,0.897777850669788
23522150.pdf,0.8911222799364042
14455622.pdf,0.8907431165909896
24703983.pdf,0.8901247993404688
17571262.pdf,0.8831125532728807
78357954.pdf,0.8827066341655422
82140102.pdf,0.8792267565645091
15100547.pdf,0.8789360415923063
22452756.pdf,0.8787255038358834
17510973.pdf,0.8757244490567304
97449528.pdf,0.8670238171051614
63989974.pdf,0.8668359123475502
51508889.pdf,0.8663788803854576
47487091.pdf,0.857977094258831
18448085.pdf,0.8402195335902309
84295343.pdf,0.8084475963089792
16332293.pdf,0.8026631574756943
24592627.pdf,0.799217759704654
18932512.pdf,0.765300835265393
