PDF File Name,Cosine Similarity
38897568.pdf,0.9370401004138214
27884470.pdf,0.9356257774693376
18457785.pdf,0.9346635270084167
99124477.pdf,0.9303241891895946
17823436.pdf,0.9287961038269303
33370664.pdf,0.9282089080085433
68781345.pdf,0.9279584047430902
72876163.pdf,0.9278610463578525
21796843.pdf,0.927677845491381
54421668.pdf,0.9253029451397872
16407619.pdf,0.9250341549530149
17396388.pdf,0.9223007469953575
28895997.pdf,0.920133837950875
29406313.pdf,0.9195613772001465
10329506.pdf,0.9191508238832299
73157997.pdf,0.9186402242394125
25080805.pdf,0.9164540120998086
21856577.pdf,0.9163806114768984
26987539.pdf,0.9163470973365303
25162378.pdf,0.9155272368375288
21297521.pdf,0.915206420940923
19911786.pdf,0.9143698883428572
20992320.pdf,0.9143359498393433
27606527.pdf,0.9141832598519631
17818707.pdf,0.9140630601651816
33135102.pdf,0.9134819078402884
23323001.pdf,0.9115413226604961
25200253.pdf,0.911213823052716
29093426.pdf,0.9112013671916591
14391434.pdf,0.9109892315872
30127072.pdf,0.9109780140072774
13173522.pdf,0.9107259239523139
19149865.pdf,0.9104526284965817
11065180.pdf,0.9103253193244406
19176318.pdf,0.909306648942657
25780596.pdf,0.9091439946577168
19920687.pdf,0.9076128371849875
14626780.pdf,0.907462943730038
29839396.pdf,0.9069730716989146
34953092.pdf,0.905962470678467
13982572.pdf,0.9056861536069378
11262933.pdf,0.9054301490330714
20850529.pdf,0.9050524939178874
77156708.pdf,0.904555362225181
18645964.pdf,0.9038402743962437
11266906.pdf,0.9024421499844298
11842348.pdf,0.90233029446842
28419927.pdf,0.9023002063389501
18208580.pdf,0.9021330965376482
64589506.pdf,0.9019843599053939
34758680.pdf,0.9019358692418211
18824120.pdf,0.9015366592154336
35492909.pdf,0.9009149406278945
89049979.pdf,0.8992373304231686
13393401.pdf,0.8990914517549218
43375498.pdf,0.8988187514225222
26579709.pdf,0.8977948085878141
17189156.pdf,0.8976012656209215
27120528.pdf,0.8956192782884512
98965485.pdf,0.8938434273237623
87867370.pdf,0.8934188263696649
34185495.pdf,0.8933631308324097
35483925.pdf,0.8927028155912221
16300459.pdf,0.8904704686797512
33286293.pdf,0.8898355856769754
11672279.pdf,0.8888530799619231
18172739.pdf,0.8861918570195726
11637468.pdf,0.886191840402086
17213671.pdf,0.8850337320725827
32980197.pdf,0.8838482458907049
15553584.pdf,0.8794355015725442
28989677.pdf,0.8787441595523576
98348532.pdf,0.878035125506577
71422121.pdf,0.8779223855470463
10909673.pdf,0.876942872792829
41651672.pdf,0.8767038013903367
18805506.pdf,0.8765058174889447
31710562.pdf,0.8759158653639477
36302399.pdf,0.8738195004959406
17131084.pdf,0.8735805650364823
31025785.pdf,0.8721659571924472
3547447.pdf,0.8721290517034871
39247950.pdf,0.871611822321178
60182829.pdf,0.8692384468951637
69243180.pdf,0.8690754680259412
65864767.pdf,0.8679315458408032
60489316.pdf,0.8658019134383736
39142536.pdf,0.864489528920718
21645690.pdf,0.8606563706043945
34783330.pdf,0.858895057068862
36905896.pdf,0.8571639735520019
17276884.pdf,0.8560394922191008
15856762.pdf,0.8536105596090066
26673507.pdf,0.8503069291790646
70667011.pdf,0.8497755496912824
28051330.pdf,0.8426392489229229
30713796.pdf,0.8413272325059318
18278509.pdf,0.8404665837086708
12021752.pdf,0.8373501718272547
21756639.pdf,0.8368430257293396
11773925.pdf,0.836693240749812
35564026.pdf,0.83387762160349
29552167.pdf,0.8328596969320152
22615491.pdf,0.8197388526234182
74552449.pdf,0.8085556450126503
33872500.pdf,0.7996178527620506
79041971.pdf,0.7976723901115528
19437318.pdf,0.7950361635361722
39569771.pdf,0.7927574960133664
19374660.pdf,0.7922019664012943
45167858.pdf,0.7919547520284841
96493528.pdf,0.780491006134022
25624652.pdf,0.7665764597881259
18369400.pdf,0.7584823946984761
24580361.pdf,0.7144690770739766
