PDF File Name,Cosine Similarity
16378091.pdf,0.45307407297484564
22983516.pdf,0.42840388669071217
21586858.pdf,0.4268078987867038
18882984.pdf,0.42279590944899137
22546476.pdf,0.4221112536728094
16203589.pdf,0.4199333633856617
33023370.pdf,0.4176854898156484
10149490.pdf,0.41710129260823736
12890045.pdf,0.4170728654637431
10176013.pdf,0.41706470991243944
15721849.pdf,0.4154659315687231
39566718.pdf,0.4143704643147579
21363048.pdf,0.4142968225605992
48549972.pdf,0.4137963866873107
32265203.pdf,0.41298732705779184
12826414.pdf,0.4115646693549958
27243670.pdf,0.40944625084522046
11650031.pdf,0.4086875636526409
12491898.pdf,0.4083690156224964
49685006.pdf,0.4081198566106348
88859947.pdf,0.40756082585706066
13907230.pdf,0.4070782304361644
20565849.pdf,0.40543736815024217
12695537.pdf,0.40319744449338135
14849103.pdf,0.4031925392863605
28756444.pdf,0.40316875110750283
39674782.pdf,0.4029523729613003
21782152.pdf,0.402150802658357
51638201.pdf,0.4020418600559539
22965804.pdf,0.40184551599559576
27246366.pdf,0.40128597115895326
10820510.pdf,0.4007108481107191
28815362.pdf,0.39976827360871947
19928941.pdf,0.3995901596081227
45475027.pdf,0.3993721614329466
30397268.pdf,0.39743176244637524
38946032.pdf,0.39737275025106267
29894080.pdf,0.39677929266942263
25656981.pdf,0.3940594304711569
63083944.pdf,0.3938413049309587
28949406.pdf,0.3938298947712403
71576860.pdf,0.39264081598455003
31850269.pdf,0.39221783988737136
36331163.pdf,0.3913885612965534
14900898.pdf,0.39080841406457456
22718826.pdf,0.3905945610175058
24770846.pdf,0.3901855373011678
35971546.pdf,0.3890148074782776
99433371.pdf,0.38897859186540257
10041713.pdf,0.38833108496849905
17570634.pdf,0.3877383408388521
90032884.pdf,0.3876142368244013
27835351.pdf,0.3874942541254299
24953126.pdf,0.38720245537297904
20681037.pdf,0.38687701612825903
29483501.pdf,0.3865922184340516
30311725.pdf,0.38649417903792826
10281555.pdf,0.3864158958227871
29878348.pdf,0.3856389482632424
17342969.pdf,0.3855037687533081
14585273.pdf,0.3818615561288974
94503308.pdf,0.3810102136629255
29061628.pdf,0.37979783421406743
24740005.pdf,0.379241789411188
18472240.pdf,0.3778160509179769
19364677.pdf,0.37778860350999705
29087505.pdf,0.37720090921561866
32773331.pdf,0.37686473205958965
21567392.pdf,0.37656810687116826
19471144.pdf,0.3761377820658325
22019500.pdf,0.37575928494049027
29193505.pdf,0.3752487087958915
12839152.pdf,0.3748113577887482
16924279.pdf,0.3743493731272623
32799518.pdf,0.37413458420405904
29574501.pdf,0.3740320249119733
12654876.pdf,0.37359270831480323
44147689.pdf,0.37355035259242064
33141415.pdf,0.3729905561510813
12666174.pdf,0.3723364049489994
78114950.pdf,0.3720351447509719
93436805.pdf,0.37176336320639364
24361598.pdf,0.3715177350393506
27066370.pdf,0.3702053965792918
63145386.pdf,0.3697417049147578
12212468.pdf,0.3695466782021145
16626724.pdf,0.3693810051810673
22894544.pdf,0.36903932675314993
69764348.pdf,0.3667531418386949
39908485.pdf,0.36654658354912545
32025286.pdf,0.36349662904153535
16353584.pdf,0.36344591441530294
11393213.pdf,0.36307682360383176
27187994.pdf,0.36299816112732464
26091595.pdf,0.3628875884821469
78298706.pdf,0.36166600485022293
34544955.pdf,0.36110512972261943
56525735.pdf,0.3605520507519354
12693146.pdf,0.35986317182639266
26509539.pdf,0.3598540975392899
17252448.pdf,0.3586676346393678
25187733.pdf,0.35625468800553495
23818675.pdf,0.3536931922406393
28942221.pdf,0.3535888856284304
39027764.pdf,0.35137324357089955
10734870.pdf,0.3479884654730133
25224998.pdf,0.342731198720717
61065616.pdf,0.34151637173914406
10100240.pdf,0.34140287140524306
28803888.pdf,0.3396573721142645
15564893.pdf,0.3387717576109913
25098739.pdf,0.3213246866011073
