PDF File Name,Cosine Similarity
67631413.pdf,0.38430836933401147
65219288.pdf,0.3823193816752829
17686472.pdf,0.3800033793414189
49646155.pdf,0.37809009504024715
24773845.pdf,0.3757773885540564
23761385.pdf,0.37303281130156357
19506295.pdf,0.3720193901147191
50775901.pdf,0.370643630884055
18268860.pdf,0.3703962557764723
12192507.pdf,0.3685728927513283
42427521.pdf,0.36653071894073214
31536294.pdf,0.3664853849149854
11333001.pdf,0.3655366211465215
26819872.pdf,0.36505070059649375
33627938.pdf,0.3605226055395819
10176815.pdf,0.3602396372928575
17274759.pdf,0.3601983733236632
28383893.pdf,0.35916818643369663
38663892.pdf,0.3590085425548797
94137171.pdf,0.3582587020587422
15823995.pdf,0.3582500720456883
28020046.pdf,0.3574381660231103
22650051.pdf,0.35703830972271655
12043694.pdf,0.3568059866233888
11959428.pdf,0.3567969818732308
21287405.pdf,0.35493560837528887
36252245.pdf,0.35474661741568514
11169163.pdf,0.3546852304674827
10189110.pdf,0.3533552116552966
11804712.pdf,0.3531272810260129
27502951.pdf,0.35226607712645225
99416532.pdf,0.35172360192736063
25719936.pdf,0.3515269336301915
23464505.pdf,0.35042578117284545
43408471.pdf,0.3502433406507775
27512470.pdf,0.349968457911205
17983430.pdf,0.34995056086200327
14790629.pdf,0.3498410346271267
14874322.pdf,0.3483732274306735
36727173.pdf,0.3475476441060168
24668861.pdf,0.34713489532904623
26888302.pdf,0.34701081949476187
22232367.pdf,0.34688118449433397
13195436.pdf,0.34666149681085373
42641525.pdf,0.3465288501738092
42546558.pdf,0.3457239332442347
43720116.pdf,0.3456796179576162
12904972.pdf,0.3450786521016137
81588968.pdf,0.3448341072821641
25625173.pdf,0.34322250276729854
22442947.pdf,0.3431570788091768
96457008.pdf,0.3427847539921021
24154692.pdf,0.342680482963982
25718772.pdf,0.3410275933895576
34419403.pdf,0.34080014410140425
58048626.pdf,0.3402162193805673
12504278.pdf,0.33996890357125403
38989376.pdf,0.33991406671479174
23985183.pdf,0.33978499712484495
92283635.pdf,0.3395182982121414
16279537.pdf,0.33907062024476725
69458502.pdf,0.33905842617188015
17483843.pdf,0.338646353611352
12239749.pdf,0.3379071343899015
10945968.pdf,0.33729761833616856
24589765.pdf,0.3371832185071507
54232810.pdf,0.33713206009453717
19818707.pdf,0.3371046998739344
29167286.pdf,0.33699569347889435
20026169.pdf,0.3366373952922675
19284293.pdf,0.3364466164239367
16449694.pdf,0.33536044046374214
11137306.pdf,0.33488699967717833
24544244.pdf,0.3346235404338888
13234267.pdf,0.33449789442355227
16833515.pdf,0.33418312856116306
77626587.pdf,0.334125939435414
17876954.pdf,0.3337533571852733
30148777.pdf,0.3326547796900673
17152392.pdf,0.3317342171899168
98389424.pdf,0.3312538175933859
28186635.pdf,0.33058036089618403
70198580.pdf,0.3303996036641865
14589288.pdf,0.3301808192257958
29161565.pdf,0.330080498424506
17008356.pdf,0.32847609980538944
87826037.pdf,0.3275882423722088
15684810.pdf,0.32710314846474986
38047274.pdf,0.3264524599199701
32720816.pdf,0.3255900292900798
82738323.pdf,0.32543243256847587
38154903.pdf,0.3254133978522365
11752500.pdf,0.3253475425689433
13405229.pdf,0.3227048873055043
10567764.pdf,0.3226742644154886
16850314.pdf,0.3217540379879943
37473139.pdf,0.3217540379879943
31605080.pdf,0.3208815329336179
29534737.pdf,0.31867511307390967
15618327.pdf,0.31855478048646396
29221006.pdf,0.31618017733388953
26279402.pdf,0.31463014787089316
17655479.pdf,0.31260740042947893
12144825.pdf,0.31189137462256594
27902692.pdf,0.3113329482160544
68216398.pdf,0.31092979802836956
17694572.pdf,0.3108425139932803
11614114.pdf,0.3103305736130608
38355831.pdf,0.30772879397183606
91431878.pdf,0.30650784222607685
22990761.pdf,0.3064373920297155
29595906.pdf,0.3050843517311072
61315605.pdf,0.30353455195571555
21190805.pdf,0.30172481468496515
22168194.pdf,0.30028570125209564
10395944.pdf,0.29762404782583124
90318913.pdf,0.2949265390193132
