PDF File Name,Cosine Similarity
27689009.pdf,0.4392902442044313
56068028.pdf,0.42636607875036864
19851252.pdf,0.4152147745445335
27888251.pdf,0.414899078302313
84512719.pdf,0.4123965318996482
16507693.pdf,0.4104585746503132
16653657.pdf,0.406165321151037
26921245.pdf,0.4034891692095735
15603319.pdf,0.40331227419814525
18242317.pdf,0.40291233169972684
69360287.pdf,0.4028001781520567
10953078.pdf,0.40009912984487706
23631188.pdf,0.3992409945822176
29968330.pdf,0.39564736779463244
11813872.pdf,0.39325608525857114
38216888.pdf,0.39277096275475365
19532392.pdf,0.3896216244820552
26070334.pdf,0.38867263924899575
54246169.pdf,0.38680817413991353
79536879.pdf,0.38675510263939783
16661264.pdf,0.38668550197186213
24397882.pdf,0.38548429985598487
29510501.pdf,0.3854212005271289
29142288.pdf,0.3837353800426555
11197262.pdf,0.38267127484225594
17640785.pdf,0.38239660796077923
12341902.pdf,0.3821084651556578
30437583.pdf,0.3812469035487712
21868149.pdf,0.3781161223063899
12674256.pdf,0.3778328306698121
36102323.pdf,0.3769268019245465
28247753.pdf,0.3757036447928136
28733974.pdf,0.3754019511564757
69859102.pdf,0.37503527524775093
16172429.pdf,0.37501869772731355
29746235.pdf,0.373487816112377
37292350.pdf,0.3718824594046257
34141299.pdf,0.37075266732345247
16849128.pdf,0.36920910393510414
11676151.pdf,0.36799766288201546
29897742.pdf,0.3662363967405346
17312146.pdf,0.36609471133391375
15053703.pdf,0.36572698398048387
37201447.pdf,0.36412335650064775
69336473.pdf,0.36222569050470943
20006992.pdf,0.360830384436417
21134923.pdf,0.3603819027634626
17499196.pdf,0.3599298011401881
18264694.pdf,0.35920700071574396
62994611.pdf,0.3591301780518795
81042872.pdf,0.3577549119122276
26835781.pdf,0.3573316258735411
89740812.pdf,0.3552086955494803
28165687.pdf,0.35280836132203797
24416961.pdf,0.3518661816592479
20969119.pdf,0.34424394092454336
55712978.pdf,0.3404322346311066
24001783.pdf,0.33908593963666933
15546686.pdf,0.3389670708143621
55500538.pdf,0.3293575576364338
14140903.pdf,0.3287819825591679
40882926.pdf,0.3264047387177951
24068423.pdf,0.3204304209835563
