PDF File Name,Cosine Similarity
22732234.pdf,0.38995326455859936
26341645.pdf,0.3850715428888476
84295343.pdf,0.3847027558486096
11152490.pdf,0.3844111890111822
22946204.pdf,0.3835464670891752
14508237.pdf,0.3827841024100719
97449528.pdf,0.38145194925502834
82140102.pdf,0.3810032669812471
11887930.pdf,0.37654195319826267
16332293.pdf,0.3763655624112473
15484011.pdf,0.37304742114605904
11257723.pdf,0.37254677233899347
91515108.pdf,0.3710661613673626
99680385.pdf,0.3683272842477655
18932512.pdf,0.3615490300503906
23009962.pdf,0.3592961941071259
32109048.pdf,0.3588834646384067
23522150.pdf,0.357065869956869
15790602.pdf,0.3564210286824423
25047127.pdf,0.35640691877117914
24703983.pdf,0.35556180136669185
24592627.pdf,0.35367845962092415
28790806.pdf,0.3505543116468826
15100547.pdf,0.3495147353246019
32069695.pdf,0.3478806654074807
11797122.pdf,0.3474821394371158
78357954.pdf,0.3457439803039447
15210069.pdf,0.34514697438531283
18448085.pdf,0.3383073787284028
22452756.pdf,0.33367900757131735
17571262.pdf,0.33243827289791783
14455622.pdf,0.33080486995784547
17510973.pdf,0.32670998079038094
47487091.pdf,0.32502565346433987
51508889.pdf,0.31535574904789343
63989974.pdf,0.31053323832479574
